# station,time,measurement,value
28079035, Sat Jan 01 00:00:00 2011,8,57.38
28079035, Sat Jan 01 01:00:00 2011,8,61.73
28079035, Sat Jan 01 02:00:00 2011,8,64.57
28079035, Sat Jan 01 03:00:00 2011,8,53.97
28079035, Sat Jan 01 04:00:00 2011,8,46.87
28079035, Sat Jan 01 05:00:00 2011,8,41.62
28079035, Sat Jan 01 06:00:00 2011,8,39.09
28079035, Sat Jan 01 07:00:00 2011,8,46.27
28079035, Sat Jan 01 08:00:00 2011,8,44.7
28079035, Sat Jan 01 09:00:00 2011,8,50.61
28079035, Sat Jan 01 10:00:00 2011,8,42.15
28079035, Sat Jan 01 11:00:00 2011,8,41.46
28079035, Sat Jan 01 12:00:00 2011,8,46.94
28079035, Sat Jan 01 13:00:00 2011,8,45.57
28079035, Sat Jan 01 14:00:00 2011,8,42.86
28079035, Sat Jan 01 15:00:00 2011,8,32.74
28079035, Sat Jan 01 16:00:00 2011,8,32.02
28079035, Sat Jan 01 17:00:00 2011,8,41.1
28079035, Sat Jan 01 18:00:00 2011,8,56.6
28079035, Sat Jan 01 19:00:00 2011,8,52.06
28079035, Sat Jan 01 20:00:00 2011,8,51.03
28079035, Sat Jan 01 21:00:00 2011,8,52.66
28079035, Sat Jan 01 22:00:00 2011,8,49.28
28079035, Sat Jan 01 23:00:00 2011,8,52.87
28079035, Sun Jan 02 00:00:00 2011,8,47.85
28079035, Sun Jan 02 01:00:00 2011,8,55.56
28079035, Sun Jan 02 02:00:00 2011,8,49.95
28079035, Sun Jan 02 03:00:00 2011,8,48.45
28079035, Sun Jan 02 04:00:00 2011,8,51.3
28079035, Sun Jan 02 05:00:00 2011,8,30.76
28079035, Sun Jan 02 06:00:00 2011,8,42.55
28079035, Sun Jan 02 07:00:00 2011,8,55.76
28079035, Sun Jan 02 08:00:00 2011,8,49.15
28079035, Sun Jan 02 09:00:00 2011,8,55.67
28079035, Sun Jan 02 10:00:00 2011,8,54.31
28079035, Sun Jan 02 11:00:00 2011,8,55.87
28079035, Sun Jan 02 12:00:00 2011,8,50.64
28079035, Sun Jan 02 13:00:00 2011,8,47.07
28079035, Sun Jan 02 14:00:00 2011,8,41.58
28079035, Sun Jan 02 15:00:00 2011,8,46.3
28079035, Sun Jan 02 16:00:00 2011,8,71.49
28079035, Sun Jan 02 17:00:00 2011,8,81.53
28079035, Sun Jan 02 18:00:00 2011,8,77.81
28079035, Sun Jan 02 19:00:00 2011,8,83.47
28079035, Sun Jan 02 20:00:00 2011,8,75.66
28079035, Sun Jan 02 21:00:00 2011,8,70.46
28079035, Sun Jan 02 22:00:00 2011,8,73.46
28079035, Sun Jan 02 23:00:00 2011,8,67.81
28079035, Mon Jan 03 00:00:00 2011,8,67.71
28079035, Mon Jan 03 01:00:00 2011,8,75.32
28079035, Mon Jan 03 02:00:00 2011,8,64.56
28079035, Mon Jan 03 03:00:00 2011,8,65.99
28079035, Mon Jan 03 04:00:00 2011,8,63.29
28079035, Mon Jan 03 05:00:00 2011,8,55.51
28079035, Mon Jan 03 06:00:00 2011,8,57.87
28079035, Mon Jan 03 07:00:00 2011,8,61.97
28079035, Mon Jan 03 08:00:00 2011,8,61.43
28079035, Mon Jan 03 09:00:00 2011,8,80.86
28079035, Mon Jan 03 10:00:00 2011,8,94.17
28079035, Mon Jan 03 11:00:00 2011,8,72.55
28079035, Mon Jan 03 12:00:00 2011,8,58.88
28079035, Mon Jan 03 13:00:00 2011,8,67.22
28079035, Mon Jan 03 14:00:00 2011,8,67.43
28079035, Mon Jan 03 15:00:00 2011,8,63.91
28079035, Mon Jan 03 16:00:00 2011,8,44.53
28079035, Mon Jan 03 17:00:00 2011,8,49.99
28079035, Mon Jan 03 18:00:00 2011,8,58.59
28079035, Mon Jan 03 19:00:00 2011,8,60.07
28079035, Mon Jan 03 20:00:00 2011,8,62.11
28079035, Mon Jan 03 21:00:00 2011,8,58.3
28079035, Mon Jan 03 22:00:00 2011,8,62.32
28079035, Mon Jan 03 23:00:00 2011,8,38.4
28079035, Tue Jan 04 00:00:00 2011,8,43.56
28079035, Tue Jan 04 01:00:00 2011,8,52.58
28079035, Tue Jan 04 02:00:00 2011,8,45.77
28079035, Tue Jan 04 03:00:00 2011,8,25.81
28079035, Tue Jan 04 04:00:00 2011,8,15.99
28079035, Tue Jan 04 05:00:00 2011,8,18.69
28079035, Tue Jan 04 06:00:00 2011,8,23.86
28079035, Tue Jan 04 07:00:00 2011,8,43.74
28079035, Tue Jan 04 08:00:00 2011,8,48.92
28079035, Tue Jan 04 09:00:00 2011,8,51.57
28079035, Tue Jan 04 10:00:00 2011,8,46.6
28079035, Tue Jan 04 11:00:00 2011,8,44.6
28079035, Tue Jan 04 12:00:00 2011,8,42.78
28079035, Tue Jan 04 13:00:00 2011,8,49.44
28079035, Tue Jan 04 14:00:00 2011,8,51.33
28079035, Tue Jan 04 15:00:00 2011,8,46.85
28079035, Tue Jan 04 16:00:00 2011,8,46.54
28079035, Tue Jan 04 17:00:00 2011,8,54.95
28079035, Tue Jan 04 18:00:00 2011,8,56.35
28079035, Tue Jan 04 19:00:00 2011,8,56.17
28079035, Tue Jan 04 20:00:00 2011,8,60.51
28079035, Tue Jan 04 21:00:00 2011,8,61.68
28079035, Tue Jan 04 22:00:00 2011,8,44.5
28079035, Tue Jan 04 23:00:00 2011,8,39.77
28079035, Wed Jan 05 00:00:00 2011,8,36.72
28079035, Wed Jan 05 01:00:00 2011,8,30.15
28079035, Wed Jan 05 02:00:00 2011,8,28.96
28079035, Wed Jan 05 03:00:00 2011,8,31.64
28079035, Wed Jan 05 04:00:00 2011,8,33.35
28079035, Wed Jan 05 05:00:00 2011,8,27.45
28079035, Wed Jan 05 06:00:00 2011,8,36.9
28079035, Wed Jan 05 07:00:00 2011,8,49.56
28079035, Wed Jan 05 08:00:00 2011,8,59.15
28079035, Wed Jan 05 09:00:00 2011,8,64.91
28079035, Wed Jan 05 10:00:00 2011,8,66.63
28079035, Wed Jan 05 11:00:00 2011,8,62.33
28079035, Wed Jan 05 12:00:00 2011,8,63.53
28079035, Wed Jan 05 13:00:00 2011,8,54.39
28079035, Wed Jan 05 14:00:00 2011,8,54.17
28079035, Wed Jan 05 15:00:00 2011,8,52.57
28079035, Wed Jan 05 16:00:00 2011,8,54.77
28079035, Wed Jan 05 17:00:00 2011,8,64.0
28079035, Wed Jan 05 18:00:00 2011,8,50.99
28079035, Wed Jan 05 19:00:00 2011,8,51.48
28079035, Wed Jan 05 20:00:00 2011,8,52.35
28079035, Wed Jan 05 21:00:00 2011,8,59.24
28079035, Wed Jan 05 22:00:00 2011,8,68.31
28079035, Wed Jan 05 23:00:00 2011,8,57.9
28079035, Thu Jan 06 00:00:00 2011,8,53.57
28079035, Thu Jan 06 01:00:00 2011,8,50.79
28079035, Thu Jan 06 02:00:00 2011,8,48.18
28079035, Thu Jan 06 03:00:00 2011,8,47.23
28079035, Thu Jan 06 04:00:00 2011,8,43.55
28079035, Thu Jan 06 05:00:00 2011,8,40.03
28079035, Thu Jan 06 06:00:00 2011,8,39.12
28079035, Thu Jan 06 07:00:00 2011,8,37.18
28079035, Thu Jan 06 08:00:00 2011,8,42.55
28079035, Thu Jan 06 09:00:00 2011,8,39.15
28079035, Thu Jan 06 10:00:00 2011,8,36.53
28079035, Thu Jan 06 11:00:00 2011,8,28.77
28079035, Thu Jan 06 12:00:00 2011,8,26.24
28079035, Thu Jan 06 13:00:00 2011,8,22.03
28079035, Thu Jan 06 14:00:00 2011,8,23.58
28079035, Thu Jan 06 15:00:00 2011,8,25.07
28079035, Thu Jan 06 16:00:00 2011,8,22.27
28079035, Thu Jan 06 17:00:00 2011,8,26.22
28079035, Thu Jan 06 18:00:00 2011,8,38.97
28079035, Thu Jan 06 19:00:00 2011,8,54.84
28079035, Thu Jan 06 20:00:00 2011,8,47.49
28079035, Thu Jan 06 21:00:00 2011,8,44.58
28079035, Thu Jan 06 22:00:00 2011,8,44.72
28079035, Thu Jan 06 23:00:00 2011,8,37.11
28079035, Fri Jan 07 00:00:00 2011,8,34.18
28079035, Fri Jan 07 01:00:00 2011,8,25.02
28079035, Fri Jan 07 02:00:00 2011,8,23.61
28079035, Fri Jan 07 03:00:00 2011,8,22.7
28079035, Fri Jan 07 04:00:00 2011,8,19.47
28079035, Fri Jan 07 05:00:00 2011,8,29.15
28079035, Fri Jan 07 06:00:00 2011,8,52.0
28079035, Fri Jan 07 07:00:00 2011,8,47.67
28079035, Fri Jan 07 08:00:00 2011,8,53.77
28079035, Fri Jan 07 09:00:00 2011,8,58.96
28079035, Fri Jan 07 10:00:00 2011,8,58.07
28079035, Fri Jan 07 11:00:00 2011,8,61.6
28079035, Fri Jan 07 12:00:00 2011,8,48.23
28079035, Fri Jan 07 13:00:00 2011,8,41.69
28079035, Fri Jan 07 14:00:00 2011,8,40.92
28079035, Fri Jan 07 15:00:00 2011,8,40.04
28079035, Fri Jan 07 16:00:00 2011,8,41.55
28079035, Fri Jan 07 17:00:00 2011,8,50.46
28079035, Fri Jan 07 18:00:00 2011,8,56.41
28079035, Fri Jan 07 19:00:00 2011,8,65.48
28079035, Fri Jan 07 20:00:00 2011,8,74.46
28079035, Fri Jan 07 21:00:00 2011,8,77.66
28079035, Fri Jan 07 22:00:00 2011,8,66.16
28079035, Fri Jan 07 23:00:00 2011,8,57.38
28079035, Sat Jan 08 00:00:00 2011,8,47.15
28079035, Sat Jan 08 01:00:00 2011,8,39.53
28079035, Sat Jan 08 02:00:00 2011,8,31.92
28079035, Sat Jan 08 03:00:00 2011,8,31.91
28079035, Sat Jan 08 04:00:00 2011,8,32.47
28079035, Sat Jan 08 05:00:00 2011,8,27.72
28079035, Sat Jan 08 06:00:00 2011,8,32.42
28079035, Sat Jan 08 07:00:00 2011,8,32.44
28079035, Sat Jan 08 08:00:00 2011,8,37.44
28079035, Sat Jan 08 09:00:00 2011,8,47.01
28079035, Sat Jan 08 10:00:00 2011,8,40.13
28079035, Sat Jan 08 11:00:00 2011,8,38.49
28079035, Sat Jan 08 12:00:00 2011,8,33.48
28079035, Sat Jan 08 13:00:00 2011,8,37.98
28079035, Sat Jan 08 14:00:00 2011,8,49.59
28079035, Sat Jan 08 15:00:00 2011,8,44.78
28079035, Sat Jan 08 16:00:00 2011,8,43.96
28079035, Sat Jan 08 17:00:00 2011,8,58.39
28079035, Sat Jan 08 18:00:00 2011,8,53.04
28079035, Sat Jan 08 19:00:00 2011,8,53.88
28079035, Sat Jan 08 20:00:00 2011,8,65.41
28079035, Sat Jan 08 21:00:00 2011,8,71.63
28079035, Sat Jan 08 22:00:00 2011,8,72.08
28079035, Sat Jan 08 23:00:00 2011,8,66.32
28079035, Sun Jan 09 00:00:00 2011,8,46.31
28079035, Sun Jan 09 01:00:00 2011,8,40.79
28079035, Sun Jan 09 02:00:00 2011,8,27.02
28079035, Sun Jan 09 03:00:00 2011,8,31.27
28079035, Sun Jan 09 04:00:00 2011,8,23.96
28079035, Sun Jan 09 05:00:00 2011,8,20.52
28079035, Sun Jan 09 06:00:00 2011,8,17.64
28079035, Sun Jan 09 07:00:00 2011,8,17.75
28079035, Sun Jan 09 08:00:00 2011,8,28.0
28079035, Sun Jan 09 09:00:00 2011,8,32.4
28079035, Sun Jan 09 10:00:00 2011,8,30.54
28079035, Sun Jan 09 11:00:00 2011,8,30.25
28079035, Sun Jan 09 12:00:00 2011,8,29.55
28079035, Sun Jan 09 13:00:00 2011,8,34.25
28079035, Sun Jan 09 14:00:00 2011,8,47.98
28079035, Sun Jan 09 15:00:00 2011,8,46.86
28079035, Sun Jan 09 16:00:00 2011,8,33.56
28079035, Sun Jan 09 17:00:00 2011,8,64.57
28079035, Sun Jan 09 18:00:00 2011,8,91.08
28079035, Sun Jan 09 19:00:00 2011,8,83.59
28079035, Sun Jan 09 20:00:00 2011,8,87.02
28079035, Sun Jan 09 21:00:00 2011,8,77.12
28079035, Sun Jan 09 22:00:00 2011,8,71.93
28079035, Sun Jan 09 23:00:00 2011,8,63.01
28079035, Mon Jan 10 00:00:00 2011,8,60.0
28079035, Mon Jan 10 01:00:00 2011,8,51.15
28079035, Mon Jan 10 02:00:00 2011,8,40.29
28079035, Mon Jan 10 03:00:00 2011,8,23.72
28079035, Mon Jan 10 04:00:00 2011,8,15.55
28079035, Mon Jan 10 05:00:00 2011,8,16.14
28079035, Mon Jan 10 06:00:00 2011,8,25.0
28079035, Mon Jan 10 07:00:00 2011,8,48.75
28079035, Mon Jan 10 08:00:00 2011,8,61.87
28079035, Mon Jan 10 09:00:00 2011,8,54.73
28079035, Mon Jan 10 10:00:00 2011,8,49.4
28079035, Mon Jan 10 11:00:00 2011,8,31.32
28079035, Mon Jan 10 12:00:00 2011,8,36.67
28079035, Mon Jan 10 13:00:00 2011,8,43.03
28079035, Mon Jan 10 14:00:00 2011,8,46.21
28079035, Mon Jan 10 15:00:00 2011,8,43.95
28079035, Mon Jan 10 16:00:00 2011,8,37.54
28079035, Mon Jan 10 17:00:00 2011,8,47.74
28079035, Mon Jan 10 18:00:00 2011,8,56.45
28079035, Mon Jan 10 19:00:00 2011,8,50.25
28079035, Mon Jan 10 20:00:00 2011,8,42.69
28079035, Mon Jan 10 21:00:00 2011,8,40.2
28079035, Mon Jan 10 22:00:00 2011,8,36.63
28079035, Mon Jan 10 23:00:00 2011,8,32.74
28079035, Tue Jan 11 00:00:00 2011,8,26.47
28079035, Tue Jan 11 01:00:00 2011,8,24.66
28079035, Tue Jan 11 02:00:00 2011,8,15.25
28079035, Tue Jan 11 03:00:00 2011,8,14.39
28079035, Tue Jan 11 04:00:00 2011,8,13.69
28079035, Tue Jan 11 05:00:00 2011,8,19.36
28079035, Tue Jan 11 06:00:00 2011,8,24.93
28079035, Tue Jan 11 07:00:00 2011,8,46.37
28079035, Tue Jan 11 08:00:00 2011,8,62.23
28079035, Tue Jan 11 09:00:00 2011,8,83.58
28079035, Tue Jan 11 10:00:00 2011,8,50.6
28079035, Tue Jan 11 11:00:00 2011,8,42.27
28079035, Tue Jan 11 12:00:00 2011,8,41.19
28079035, Tue Jan 11 13:00:00 2011,8,41.71
28079035, Tue Jan 11 14:00:00 2011,8,37.34
28079035, Tue Jan 11 15:00:00 2011,8,40.36
28079035, Tue Jan 11 16:00:00 2011,8,51.38
28079035, Tue Jan 11 17:00:00 2011,8,58.99
28079035, Tue Jan 11 18:00:00 2011,8,64.35
28079035, Tue Jan 11 19:00:00 2011,8,66.1
28079035, Tue Jan 11 20:00:00 2011,8,66.78
28079035, Tue Jan 11 21:00:00 2011,8,64.23
28079035, Tue Jan 11 22:00:00 2011,8,57.1
28079035, Tue Jan 11 23:00:00 2011,8,51.79
28079035, Wed Jan 12 00:00:00 2011,8,45.81
28079035, Wed Jan 12 01:00:00 2011,8,42.11
28079035, Wed Jan 12 02:00:00 2011,8,56.26
28079035, Wed Jan 12 03:00:00 2011,8,47.67
28079035, Wed Jan 12 04:00:00 2011,8,52.14
28079035, Wed Jan 12 05:00:00 2011,8,49.56
28079035, Wed Jan 12 06:00:00 2011,8,54.47
28079035, Wed Jan 12 07:00:00 2011,8,48.86
28079035, Wed Jan 12 08:00:00 2011,8,91.55
28079035, Wed Jan 12 09:00:00 2011,8,102.4
28079035, Wed Jan 12 10:00:00 2011,8,117.0
28079035, Wed Jan 12 11:00:00 2011,8,128.2
28079035, Wed Jan 12 12:00:00 2011,8,135.8
28079035, Wed Jan 12 13:00:00 2011,8,105.9
28079035, Wed Jan 12 14:00:00 2011,8,77.18
28079035, Wed Jan 12 15:00:00 2011,8,80.21
28079035, Wed Jan 12 16:00:00 2011,8,90.47
28079035, Wed Jan 12 17:00:00 2011,8,98.17
28079035, Wed Jan 12 18:00:00 2011,8,108.6
28079035, Wed Jan 12 19:00:00 2011,8,113.2
28079035, Wed Jan 12 20:00:00 2011,8,108.3
28079035, Wed Jan 12 21:00:00 2011,8,97.13
28079035, Wed Jan 12 22:00:00 2011,8,85.19
28079035, Wed Jan 12 23:00:00 2011,8,75.15
28079035, Thu Jan 13 00:00:00 2011,8,86.19
28079035, Thu Jan 13 01:00:00 2011,8,77.3
28079035, Thu Jan 13 02:00:00 2011,8,68.0
28079035, Thu Jan 13 03:00:00 2011,8,68.5
28079035, Thu Jan 13 04:00:00 2011,8,51.53
28079035, Thu Jan 13 05:00:00 2011,8,51.18
28079035, Thu Jan 13 06:00:00 2011,8,38.75
28079035, Thu Jan 13 07:00:00 2011,8,50.19
28079035, Thu Jan 13 08:00:00 2011,8,74.6
28079035, Thu Jan 13 09:00:00 2011,8,93.79
28079035, Thu Jan 13 10:00:00 2011,8,110.4
28079035, Thu Jan 13 11:00:00 2011,8,119.8
28079035, Thu Jan 13 12:00:00 2011,8,95.04
28079035, Thu Jan 13 13:00:00 2011,8,80.46
28079035, Thu Jan 13 14:00:00 2011,8,79.73
28079035, Thu Jan 13 15:00:00 2011,8,87.56
28079035, Thu Jan 13 16:00:00 2011,8,87.18
28079035, Thu Jan 13 17:00:00 2011,8,90.73
28079035, Thu Jan 13 18:00:00 2011,8,86.4
28079035, Thu Jan 13 19:00:00 2011,8,75.41
28079035, Thu Jan 13 20:00:00 2011,8,83.09
28079035, Thu Jan 13 21:00:00 2011,8,109.0
28079035, Thu Jan 13 22:00:00 2011,8,118.2
28079035, Thu Jan 13 23:00:00 2011,8,100.3
28079035, Fri Jan 14 00:00:00 2011,8,83.31
28079035, Fri Jan 14 01:00:00 2011,8,74.03
28079035, Fri Jan 14 02:00:00 2011,8,65.83
28079035, Fri Jan 14 03:00:00 2011,8,54.22
28079035, Fri Jan 14 04:00:00 2011,8,51.35
28079035, Fri Jan 14 05:00:00 2011,8,49.21
28079035, Fri Jan 14 06:00:00 2011,8,50.99
28079035, Fri Jan 14 07:00:00 2011,8,59.23
28079035, Fri Jan 14 08:00:00 2011,8,89.58
28079035, Fri Jan 14 09:00:00 2011,8,115.8
28079035, Fri Jan 14 10:00:00 2011,8,107.1
28079035, Fri Jan 14 11:00:00 2011,8,115.2
28079035, Fri Jan 14 12:00:00 2011,8,113.8
28079035, Fri Jan 14 13:00:00 2011,8,101.2
28079035, Fri Jan 14 14:00:00 2011,8,82.4
28079035, Fri Jan 14 15:00:00 2011,8,89.99
28079035, Fri Jan 14 16:00:00 2011,8,84.56
28079035, Fri Jan 14 17:00:00 2011,8,68.2
28079035, Fri Jan 14 18:00:00 2011,8,81.06
28079035, Fri Jan 14 19:00:00 2011,8,98.87
28079035, Fri Jan 14 20:00:00 2011,8,108.6
28079035, Fri Jan 14 21:00:00 2011,8,92.11
28079035, Fri Jan 14 22:00:00 2011,8,106.9
28079035, Fri Jan 14 23:00:00 2011,8,104.8
28079035, Sat Jan 15 00:00:00 2011,8,90.42
28079035, Sat Jan 15 01:00:00 2011,8,77.7
28079035, Sat Jan 15 02:00:00 2011,8,61.63
28079035, Sat Jan 15 03:00:00 2011,8,55.4
28079035, Sat Jan 15 04:00:00 2011,8,56.06
28079035, Sat Jan 15 05:00:00 2011,8,53.82
28079035, Sat Jan 15 06:00:00 2011,8,51.32
28079035, Sat Jan 15 07:00:00 2011,8,49.65
28079035, Sat Jan 15 08:00:00 2011,8,52.32
28079035, Sat Jan 15 09:00:00 2011,8,70.69
28079035, Sat Jan 15 10:00:00 2011,8,68.16
28079035, Sat Jan 15 11:00:00 2011,8,70.74
28079035, Sat Jan 15 12:00:00 2011,8,75.09
28079035, Sat Jan 15 13:00:00 2011,8,88.42
28079035, Sat Jan 15 14:00:00 2011,8,73.03
28079035, Sat Jan 15 15:00:00 2011,8,60.26
28079035, Sat Jan 15 16:00:00 2011,8,57.32
28079035, Sat Jan 15 17:00:00 2011,8,61.62
28079035, Sat Jan 15 18:00:00 2011,8,71.39
28079035, Sat Jan 15 19:00:00 2011,8,76.98
28079035, Sat Jan 15 20:00:00 2011,8,92.98
28079035, Sat Jan 15 21:00:00 2011,8,126.2
28079035, Sat Jan 15 22:00:00 2011,8,137.8
28079035, Sat Jan 15 23:00:00 2011,8,106.7
28079035, Sun Jan 16 00:00:00 2011,8,74.71
28079035, Sun Jan 16 01:00:00 2011,8,74.0
28079035, Sun Jan 16 02:00:00 2011,8,67.15
28079035, Sun Jan 16 03:00:00 2011,8,59.88
28079035, Sun Jan 16 04:00:00 2011,8,54.85
28079035, Sun Jan 16 05:00:00 2011,8,57.48
28079035, Sun Jan 16 06:00:00 2011,8,54.97
28079035, Sun Jan 16 07:00:00 2011,8,44.85
28079035, Sun Jan 16 08:00:00 2011,8,50.02
28079035, Sun Jan 16 09:00:00 2011,8,55.38
28079035, Sun Jan 16 10:00:00 2011,8,55.12
28079035, Sun Jan 16 11:00:00 2011,8,59.74
28079035, Sun Jan 16 12:00:00 2011,8,60.26
28079035, Sun Jan 16 13:00:00 2011,8,47.04
28079035, Sun Jan 16 14:00:00 2011,8,52.21
28079035, Sun Jan 16 15:00:00 2011,8,44.58
28079035, Sun Jan 16 16:00:00 2011,8,46.17
28079035, Sun Jan 16 17:00:00 2011,8,45.19
28079035, Sun Jan 16 18:00:00 2011,8,59.27
28079035, Sun Jan 16 19:00:00 2011,8,88.86
28079035, Sun Jan 16 20:00:00 2011,8,99.5
28079035, Sun Jan 16 21:00:00 2011,8,96.85
28079035, Sun Jan 16 22:00:00 2011,8,78.17
28079035, Sun Jan 16 23:00:00 2011,8,63.76
28079035, Mon Jan 17 00:00:00 2011,8,70.87
28079035, Mon Jan 17 01:00:00 2011,8,64.08
28079035, Mon Jan 17 02:00:00 2011,8,57.0
28079035, Mon Jan 17 03:00:00 2011,8,67.06
28079035, Mon Jan 17 04:00:00 2011,8,53.05
28079035, Mon Jan 17 05:00:00 2011,8,46.48
28079035, Mon Jan 17 06:00:00 2011,8,55.26
28079035, Mon Jan 17 07:00:00 2011,8,57.21
28079035, Mon Jan 17 08:00:00 2011,8,57.36
28079035, Mon Jan 17 09:00:00 2011,8,55.32
28079035, Mon Jan 17 10:00:00 2011,8,66.77
28079035, Mon Jan 17 11:00:00 2011,8,75.25
28079035, Mon Jan 17 12:00:00 2011,8,77.67
28079035, Mon Jan 17 13:00:00 2011,8,87.35
28079035, Mon Jan 17 14:00:00 2011,8,93.96
28079035, Mon Jan 17 15:00:00 2011,8,99.39
28079035, Mon Jan 17 16:00:00 2011,8,104.4
28079035, Mon Jan 17 17:00:00 2011,8,110.0
28079035, Mon Jan 17 18:00:00 2011,8,105.9
28079035, Mon Jan 17 19:00:00 2011,8,107.2
28079035, Mon Jan 17 20:00:00 2011,8,109.9
28079035, Mon Jan 17 21:00:00 2011,8,109.0
28079035, Mon Jan 17 22:00:00 2011,8,105.6
28079035, Mon Jan 17 23:00:00 2011,8,102.7
28079035, Tue Jan 18 00:00:00 2011,8,112.0
28079035, Tue Jan 18 01:00:00 2011,8,108.8
28079035, Tue Jan 18 02:00:00 2011,8,100.3
28079035, Tue Jan 18 03:00:00 2011,8,98.22
28079035, Tue Jan 18 04:00:00 2011,8,86.42
28079035, Tue Jan 18 05:00:00 2011,8,80.94
28079035, Tue Jan 18 06:00:00 2011,8,57.81
28079035, Tue Jan 18 07:00:00 2011,8,55.11
28079035, Tue Jan 18 08:00:00 2011,8,61.69
28079035, Tue Jan 18 09:00:00 2011,8,81.05
28079035, Tue Jan 18 10:00:00 2011,8,84.11
28079035, Tue Jan 18 11:00:00 2011,8,92.05
28079035, Tue Jan 18 12:00:00 2011,8,109.4
28079035, Tue Jan 18 13:00:00 2011,8,93.61
28079035, Tue Jan 18 14:00:00 2011,8,83.78
28079035, Tue Jan 18 15:00:00 2011,8,84.95
28079035, Tue Jan 18 16:00:00 2011,8,87.65
28079035, Tue Jan 18 17:00:00 2011,8,91.03
28079035, Tue Jan 18 18:00:00 2011,8,99.08
28079035, Tue Jan 18 19:00:00 2011,8,102.6
28079035, Tue Jan 18 20:00:00 2011,8,110.0
28079035, Tue Jan 18 21:00:00 2011,8,123.4
28079035, Tue Jan 18 22:00:00 2011,8,114.5
28079035, Tue Jan 18 23:00:00 2011,8,119.8
28079035, Wed Jan 19 00:00:00 2011,8,103.8
28079035, Wed Jan 19 01:00:00 2011,8,72.29
28079035, Wed Jan 19 02:00:00 2011,8,61.06
28079035, Wed Jan 19 03:00:00 2011,8,48.16
28079035, Wed Jan 19 04:00:00 2011,8,50.59
28079035, Wed Jan 19 05:00:00 2011,8,45.27
28079035, Wed Jan 19 06:00:00 2011,8,50.93
28079035, Wed Jan 19 07:00:00 2011,8,63.38
28079035, Wed Jan 19 08:00:00 2011,8,83.27
28079035, Wed Jan 19 09:00:00 2011,8,84.8
28079035, Wed Jan 19 10:00:00 2011,8,87.21
28079035, Wed Jan 19 11:00:00 2011,8,76.37
28079035, Wed Jan 19 12:00:00 2011,8,75.86
28079035, Wed Jan 19 13:00:00 2011,8,71.5
28079035, Wed Jan 19 14:00:00 2011,8,81.09
28079035, Wed Jan 19 15:00:00 2011,8,93.71
28079035, Wed Jan 19 16:00:00 2011,8,107.9
28079035, Wed Jan 19 17:00:00 2011,8,113.3
28079035, Wed Jan 19 18:00:00 2011,8,97.84
28079035, Wed Jan 19 19:00:00 2011,8,95.64
28079035, Wed Jan 19 20:00:00 2011,8,91.59
28079035, Wed Jan 19 21:00:00 2011,8,79.99
28079035, Wed Jan 19 22:00:00 2011,8,73.62
28079035, Wed Jan 19 23:00:00 2011,8,78.06
28079035, Thu Jan 20 00:00:00 2011,8,73.93
28079035, Thu Jan 20 01:00:00 2011,8,77.77
28079035, Thu Jan 20 02:00:00 2011,8,63.23
28079035, Thu Jan 20 03:00:00 2011,8,56.82
28079035, Thu Jan 20 04:00:00 2011,8,37.24
28079035, Thu Jan 20 05:00:00 2011,8,39.93
28079035, Thu Jan 20 06:00:00 2011,8,40.8
28079035, Thu Jan 20 07:00:00 2011,8,55.16
28079035, Thu Jan 20 08:00:00 2011,8,66.29
28079035, Thu Jan 20 09:00:00 2011,8,94.63
28079035, Thu Jan 20 10:00:00 2011,8,75.2
28079035, Thu Jan 20 11:00:00 2011,8,86.64
28079035, Thu Jan 20 12:00:00 2011,8,62.29
28079035, Thu Jan 20 13:00:00 2011,8,66.34
28079035, Thu Jan 20 14:00:00 2011,8,54.93
28079035, Thu Jan 20 15:00:00 2011,8,48.42
28079035, Thu Jan 20 16:00:00 2011,8,52.38
28079035, Thu Jan 20 17:00:00 2011,8,60.39
28079035, Thu Jan 20 18:00:00 2011,8,78.35
28079035, Thu Jan 20 19:00:00 2011,8,87.12
28079035, Thu Jan 20 20:00:00 2011,8,82.52
28079035, Thu Jan 20 21:00:00 2011,8,63.8
28079035, Thu Jan 20 22:00:00 2011,8,54.09
28079035, Thu Jan 20 23:00:00 2011,8,43.07
28079035, Fri Jan 21 00:00:00 2011,8,36.0
28079035, Fri Jan 21 01:00:00 2011,8,43.65
28079035, Fri Jan 21 02:00:00 2011,8,31.52
28079035, Fri Jan 21 03:00:00 2011,8,31.57
28079035, Fri Jan 21 04:00:00 2011,8,28.71
28079035, Fri Jan 21 05:00:00 2011,8,27.12
28079035, Fri Jan 21 06:00:00 2011,8,42.93
28079035, Fri Jan 21 07:00:00 2011,8,68.67
28079035, Fri Jan 21 08:00:00 2011,8,90.04
28079035, Fri Jan 21 09:00:00 2011,8,71.38
28079035, Fri Jan 21 10:00:00 2011,8,58.73
28079035, Fri Jan 21 11:00:00 2011,8,37.71
28079035, Fri Jan 21 12:00:00 2011,8,35.45
28079035, Fri Jan 21 13:00:00 2011,8,37.43
28079035, Fri Jan 21 14:00:00 2011,8,40.73
28079035, Fri Jan 21 15:00:00 2011,8,37.79
28079035, Fri Jan 21 16:00:00 2011,8,40.28
28079035, Fri Jan 21 17:00:00 2011,8,47.47
28079035, Fri Jan 21 18:00:00 2011,8,57.78
